C-A10-0;C-RGRP86-0;F-RGR-BRPNOM;F-RGR-BRPEINW;F-RGR-BRPERW;F-RGR-VERVJ;F-RGR-VERKVJ
A10-2016;AT2;65045,0;36200,0;70300,0;1,8;1,0
A10-2016;AT3;135683,0;43200,0;78300,0;1,8;0,6
A10-2016;ATZ;138,0;0,0;81400,0;0,6;0,0
A10-2017;AT111;982,0;26000,0;0,0;0,0;0,0
A10-2017;AT112;4981,0;31700,0;0,0;0,0;0,0
A10-2017;AT113;2647,0;27200,0;0,0;0,0;0,0
A10-2017;AT121;8365,0;34000,0;0,0;0,0;0,0
A10-2017;AT122;7997,0;30800,0;0,0;0,0;0,0
A10-2017;AT123;6698,0;43400,0;0,0;0,0;0,0
A10-2017;AT124;6417,0;29300,0;0,0;0,0;0,0
A10-2017;AT125;2857,0;22900,0;0,0;0,0;0,0
A10-2017;AT126;9112,0;28000,0;0,0;0,0;0,0
A10-2017;AT127;16780,0;49500,0;0,0;0,0;0,0
A10-2017;AT130;91607,0;48800,0;0,0;0,0;0,0
A10-2017;AT211;12021,0;42100,0;0,0;0,0;0,0
A10-2017;AT212;3371,0;27000,0;0,0;0,0;0,0
A10-2017;AT213;4716,0;31400,0;0,0;0,0;0,0
A10-2017;AT221;21745,0;49800,0;0,0;0,0;0,0
A10-2017;AT222;2882,0;36000,0;0,0;0,0;0,0
A10-2017;AT223;6186,0;38600,0;0,0;0,0;0,0
A10-2017;AT224;8226,0;30900,0;0,0;0,0;0,0
A10-2017;AT225;5707,0;29400,0;0,0;0,0;0,0
A10-2017;AT226;3134,0;31100,0;0,0;0,0;0,0
A10-2017;AT311;10687,0;37500,0;0,0;0,0;0,0
A10-2017;AT312;31400,0;53700,0;0,0;0,0;0,0
A10-2017;AT313;5565,0;26700,0;0,0;0,0;0,0
A10-2017;AT314;6731,0;43400,0;0,0;0,0;0,0
A10-2017;AT315;9060,0;38300,0;0,0;0,0;0,0
A10-2017;AT321;694,0;34100,0;0,0;0,0;0,0
A10-2017;AT322;6820,0;40800,0;0,0;0,0;0,0
A10-2017;AT323;19397,0;53400,0;0,0;0,0;0,0
A10-2017;AT331;1436,0;44200,0;0,0;0,0;0,0
A10-2017;AT332;13736,0;44400,0;0,0;0,0;0,0
A10-2017;AT333;1647,0;33700,0;0,0;0,0;0,0
A10-2017;AT334;4421,0;42800,0;0,0;0,0;0,0
A10-2017;AT335;11362,0;44700,0;0,0;0,0;0,0
A10-2017;AT341;4190,0;46000,0;0,0;0,0;0,0
A10-2017;AT342;13580,0;45400,0;0,0;0,0;0,0
A10-2017;ATZZZ;138,0;0,0;0,0;0,0;0,0
A10-2017;AT11;8610,0;29500,0;65600,0;2,8;2,7
A10-2017;AT12;58226,0;34900,0;75400,0;3,1;2,7
A10-2017;AT13;91607,0;48800,0;86100,0;0,0;-1,3
A10-2017;AT21;20107,0;35900,0;72100,0;3,4;3,4
A10-2017;AT22;47881,0;38700,0;72400,0;3,8;3,6
A10-2017;AT31;63442,0;43200,0;80100,0;2,8;2,2
A10-2017;AT32;26911,0;48800,0;81200,0;2,5;1,9
A10-2017;AT33;32603,0;43600,0;75700,0;2,6;1,8
A10-2017;AT34;17770,0;45500,0;86100,0;3,1;2,1
A10-2017;ATZZ;138,0;0,0;80800,0;-1,1;0,0
A10-2017;AT1;158443,0;41300,0;80500,0;1,3;0,4
A10-2017;AT2;67988,0;37800,0;72300,0;3,7;3,6
A10-2017;AT3;140726,0;44600,0;79900,0;2,7;2,0
A10-2017;ATZ;138,0;0,0;80800,0;-1,1;0,0
A10-2018;AT111;980,0;26100,0;0,0;0,0;0,0
A10-2018;AT112;5164,0;32600,0;0,0;0,0;0,0
A10-2018;AT113;2688,0;27700,0;0,0;0,0;0,0
A10-2018;AT121;8505,0;34500,0;0,0;0,0;0,0
A10-2018;AT122;8371,0;32200,0;0,0;0,0;0,0
A10-2018;AT123;6787,0;43800,0;0,0;0,0;0,0
A10-2018;AT124;6691,0;30700,0;0,0;0,0;0,0
A10-2018;AT125;2921,0;23400,0;0,0;0,0;0,0
A10-2018;AT126;9436,0;28700,0;0,0;0,0;0,0
A10-2018;AT127;17694,0;51900,0;0,0;0,0;0,0
A10-2018;AT130;95892,0;50700,0;0,0;0,0;0,0
A10-2018;AT211;12598,0;43900,0;0,0;0,0;0,0
A10-2018;AT212;3477,0;28000,0;0,0;0,0;0,0
A10-2018;AT213;4981,0;33300,0;0,0;0,0;0,0
A10-2018;AT221;22572,0;51200,0;0,0;0,0;0,0
A10-2018;AT222;2953,0;36900,0;0,0;0,0;0,0
A10-2018;AT223;6272,0;39300,0;0,0;0,0;0,0
A10-2018;AT224;8385,0;31400,0;0,0;0,0;0,0
A10-2018;AT225;5828,0;30000,0;0,0;0,0;0,0
A10-2018;AT226;3170,0;31700,0;0,0;0,0;0,0
A10-2018;AT311;11195,0;39000,0;0,0;0,0;0,0
A10-2018;AT312;33053,0;56100,0;0,0;0,0;0,0
A10-2018;AT313;5768,0;27600,0;0,0;0,0;0,0
A10-2018;AT314;6960,0;44800,0;0,0;0,0;0,0
A10-2018;AT315;9589,0;40400,0;0,0;0,0;0,0
A10-2018;AT321;757,0;37200,0;0,0;0,0;0,0
A10-2018;AT322;7157,0;42700,0;0,0;0,0;0,0
A10-2018;AT323;20070,0;54900,0;0,0;0,0;0,0
A10-2018;AT331;1517,0;46500,0;0,0;0,0;0,0
A10-2018;AT332;14362,0;46200,0;0,0;0,0;0,0
A10-2018;AT333;1701,0;34900,0;0,0;0,0;0,0
A10-2018;AT334;4709,0;45300,0;0,0;0,0;0,0
A10-2018;AT335;11755,0;45900,0;0,0;0,0;0,0
A10-2018;AT341;4382,0;47800,0;0,0;0,0;0,0
A10-2018;AT342;14753,0;48900,0;0,0;0,0;0,0
A10-2018;ATZZZ;142,0;0,0;0,0;0,0;0,0
A10-2018;AT11;8832,0;30100,0;66500,0;1,2;0,9
A10-2018;AT12;60405,0;36100,0;76900,0;2,2;1,8
A10-2018;AT13;95892,0;50700,0;88200,0;2,9;2,2
A10-2018;AT21;21056,0;37500,0;74700,0;3,2;3,2
A10-2018;AT22;49181,0;39600,0;72900,0;1,2;1,0
A10-2018;AT31;66564,0;45000,0;82600,0;3,2;2,6
A10-2018;AT32;27984,0;50500,0;83000,0;2,2;1,6
A10-2018;AT33;34044,0;45300,0;77500,0;2,9;2,3
A10-2018;AT34;19135,0;48700,0;91000,0;1,6;0,9
A10-2018;ATZZ;142,0;0,0;85900,0;1,3;0,0
A10-2018;AT1;165129,0;42800,0;82300,0;2,6;2,0
A10-2018;AT2;70237,0;39000,0;73400,0;1,8;1,6
A10-2018;AT3;147727,0;46500,0;82400,0;2,7;2,1
A10-2018;ATZ;142,0;0,0;85900,0;1,3;0,0
A10-2019;AT111;1000,0;26700,0;0,0;0,0;0,0
A10-2019;AT112;5323,0;33400,0;0,0;0,0;0,0
A10-2019;AT113;2745,0;28300,0;0,0;0,0;0,0
A10-2019;AT121;8855,0;35900,0;0,0;0,0;0,0
A10-2019;AT122;8645,0;33200,0;0,0;0,0;0,0
A10-2019;AT123;7072,0;45400,0;0,0;0,0;0,0
A10-2019;AT124;6957,0;32100,0;0,0;0,0;0,0
A10-2019;AT125;3074,0;24600,0;0,0;0,0;0,0
A10-2019;AT126;9915,0;29900,0;0,0;0,0;0,0
A10-2019;AT127;18692,0;54500,0;0,0;0,0;0,0
A10-2019;AT130;98543,0;51800,0;0,0;0,0;0,0
A10-2019;AT211;12976,0;45000,0;0,0;0,0;0,0
A10-2019;AT212;3629,0;29300,0;0,0;0,0;0,0
A10-2019;AT213;5116,0;34400,0;0,0;0,0;0,0
A10-2019;AT221;23594,0;53000,0;0,0;0,0;0,0
A10-2019;AT222;3014,0;37800,0;0,0;0,0;0,0
A10-2019;AT223;6394,0;40300,0;0,0;0,0;0,0
A10-2019;AT224;8710,0;32600,0;0,0;0,0;0,0
A10-2019;AT225;6143,0;31500,0;0,0;0,0;0,0
A10-2019;AT226;3303,0;33200,0;0,0;0,0;0,0
A10-2019;AT311;11543,0;40000,0;0,0;0,0;0,0
A10-2019;AT312;34224,0;57700,0;0,0;0,0;0,0
A10-2019;AT313;5967,0;28500,0;0,0;0,0;0,0
A10-2019;AT314;7035,0;45200,0;0,0;0,0;0,0
A10-2019;AT315;9998,0;41900,0;0,0;0,0;0,0
A10-2019;AT321;746,0;36800,0;0,0;0,0;0,0
A10-2019;AT322;7376,0;43800,0;0,0;0,0;0,0
A10-2019;AT323;20907,0;56800,0;0,0;0,0;0,0
A10-2019;AT331;1570,0;48000,0;0,0;0,0;0,0
A10-2019;AT332;14928,0;47900,0;0,0;0,0;0,0
A10-2019;AT333;1723,0;35300,0;0,0;0,0;0,0
A10-2019;AT334;4784,0;45800,0;0,0;0,0;0,0
A10-2019;AT335;12329,0;47800,0;0,0;0,0;0,0
A10-2019;AT341;4574,0;49600,0;0,0;0,0;0,0
A10-2019;AT342;14158,0;46600,0;0,0;0,0;0,0
A10-2019;ATZZZ;144,0;0,0;0,0;0,0;0,0
A10-2019;AT11;9067,0;30900,0;67500,0;0,8;0,5
A10-2019;AT12;63210,0;37600,0;79300,0;3,0;2,6
A10-2019;AT13;98543,0;51800,0;89200,0;0,8;0,2
A10-2019;AT21;21722,0;38700,0;76200,0;1,3;1,2
A10-2019;AT22;51158,0;41100,0;75000,0;2,2;1,9
A10-2019;AT31;68768,0;46300,0;84200,0;1,7;1,1
A10-2019;AT32;29028,0;52200,0;85200,0;2,1;1,6
A10-2019;AT33;35333,0;46800,0;79400,0;1,9;1,4
A10-2019;AT34;18733,0;47300,0;88200,0;2,3;1,5
A10-2019;ATZZ;144,0;0,0;82800,0;-1,5;0,0
A10-2019;AT1;170820,0;44100,0;83900,0;1,6;1,1
A10-2019;AT2;72880,0;40400,0;75300,0;1,9;1,7
A10-2019;AT3;151862,0;47500,0;83700,0;1,9;1,3
A10-2019;ATZ;144,0;0,0;82800,0;-1,5;0,0
A10-2020;AT111;975,0;26100,0;0,0;0,0;0,0
A10-2020;AT112;5159,0;32100,0;0,0;0,0;0,0
A10-2020;AT113;2639,0;27200,0;0,0;0,0;0,0
A10-2020;AT121;8408,0;34000,0;0,0;0,0;0,0
A10-2020;AT122;8319,0;31800,0;0,0;0,0;0,0
A10-2020;AT123;6979,0;44500,0;0,0;0,0;0,0
A10-2020;AT124;6851,0;31700,0;0,0;0,0;0,0
A10-2020;AT125;3061,0;24400,0;0,0;0,0;0,0
A10-2020;AT126;9621,0;28800,0;0,0;0,0;0,0
A10-2020;AT127;16072,0;46500,0;0,0;0,0;0,0
A10-2020;AT130;95759,0;50000,0;0,0;0,0;0,0
A10-2020;AT211;12757,0;44100,0;0,0;0,0;0,0
A10-2020;AT212;3574,0;28900,0;0,0;0,0;0,0
A10-2020;AT213;4847,0;32600,0;0,0;0,0;0,0
A10-2020;AT221;22692,0;50600,0;0,0;0,0;0,0
A10-2020;AT222;2887,0;36200,0;0,0;0,0;0,0
A10-2020;AT223;5690,0;36000,0;0,0;0,0;0,0
A10-2020;AT224;8513,0;32100,0;0,0;0,0;0,0
A10-2020;AT225;6032,0;30600,0;0,0;0,0;0,0
A10-2020;AT226;3177,0;32100,0;0,0;0,0;0,0
A10-2020;AT311;11125,0;38300,0;0,0;0,0;0,0
A10-2020;AT312;33323,0;55800,0;0,0;0,0;0,0
A10-2020;AT313;5894,0;28000,0;0,0;0,0;0,0
A10-2020;AT314;6777,0;43500,0;0,0;0,0;0,0
A10-2020;AT315;9414,0;39300,0;0,0;0,0;0,0
A10-2020;AT321;684,0;33900,0;0,0;0,0;0,0
A10-2020;AT322;6943,0;41000,0;0,0;0,0;0,0
A10-2020;AT323;20453,0;55200,0;0,0;0,0;0,0
A10-2020;AT331;1449,0;44000,0;0,0;0,0;0,0
A10-2020;AT332;14178,0;45300,0;0,0;0,0;0,0
A10-2020;AT333;1710,0;35000,0;0,0;0,0;0,0
A10-2020;AT334;4183,0;39900,0;0,0;0,0;0,0
A10-2020;AT335;11841,0;45600,0;0,0;0,0;0,0
A10-2020;AT341;4331,0;46800,0;0,0;0,0;0,0
A10-2020;AT342;13858,0;45300,0;0,0;0,0;0,0
A10-2020;ATZZZ;142,0;0,0;0,0;0,0;0,0
A10-2020;AT11;8774,0;29700,0;66100,0;-5,9;-6,3
A10-2020;AT12;59311,0;35100,0;75700,0;-7,7;-8,1
A10-2020;AT13;95759,0;50000,0;88100,0;-5,8;-6,4
A10-2020;AT21;21178,0;37700,0;76300,0;-5,0;-5,1
A10-2020;AT22;48992,0;39300,0;73100,0;-7,1;-7,3
A10-2020;AT31;66532,0;44600,0;82400,0;-5,1;-5,6
A10-2020;AT32;28080,0;50200,0;85000,0;-5,4;-5,9
A10-2020;AT33;33361,0;44000,0;77700,0;-8,6;-9,0
A10-2020;AT34;18189,0;45600,0;87400,0;-5,5;-6,1
A10-2020;ATZZ;142,0;0,0;96300,0;-3,1;0,0
A10-2020;AT1;163844,0;42000,0;81800,0;-6,5;-7,0
A10-2020;AT2;70170,0;38800,0;74100,0;-6,5;-6,7
A10-2020;AT3;146161,0;45500,0;82300,0;-6,0;-6,5
A10-2020;ATZ;142,0;0,0;96300,0;-3,1;0,0
A10-2021;AT111;1045,0;27900,0;0,0;0,0;0,0
A10-2021;AT112;5556,0;34300,0;0,0;0,0;0,0
A10-2021;AT113;2821,0;29100,0;0,0;0,0;0,0
A10-2021;AT121;8894,0;35900,0;0,0;0,0;0,0
A10-2021;AT122;8612,0;32800,0;0,0;0,0;0,0
A10-2021;AT123;7304,0;46400,0;0,0;0,0;0,0
A10-2021;AT124;7311,0;33900,0;0,0;0,0;0,0
A10-2021;AT125;3329,0;26400,0;0,0;0,0;0,0
A10-2021;AT126;10592,0;31400,0;0,0;0,0;0,0
A10-2021;AT127;17398,0;50000,0;0,0;0,0;0,0
A10-2021;AT130;103537,0;53800,0;0,0;0,0;0,0
A10-2021;AT211;13654,0;46800,0;0,0;0,0;0,0
A10-2021;AT212;3685,0;29900,0;0,0;0,0;0,0
A10-2021;AT213;5230,0;35300,0;0,0;0,0;0,0
A10-2021;AT221;24303,0;53900,0;0,0;0,0;0,0
A10-2021;AT222;2941,0;36900,0;0,0;0,0;0,0
A10-2021;AT223;6081,0;38700,0;0,0;0,0;0,0
A10-2021;AT224;9006,0;33900,0;0,0;0,0;0,0
A10-2021;AT225;6485,0;32800,0;0,0;0,0;0,0
A10-2021;AT226;3309,0;33500,0;0,0;0,0;0,0
A10-2021;AT311;12084,0;41400,0;0,0;0,0;0,0
A10-2021;AT312;35549,0;59300,0;0,0;0,0;0,0
A10-2021;AT313;6480,0;30700,0;0,0;0,0;0,0
A10-2021;AT314;7172,0;45900,0;0,0;0,0;0,0
A10-2021;AT315;9823,0;40800,0;0,0;0,0;0,0
A10-2021;AT321;657,0;32600,0;0,0;0,0;0,0
A10-2021;AT322;6405,0;37700,0;0,0;0,0;0,0
A10-2021;AT323;22378,0;60200,0;0,0;0,0;0,0
A10-2021;AT331;1436,0;43300,0;0,0;0,0;0,0
A10-2021;AT332;14981,0;47900,0;0,0;0,0;0,0
A10-2021;AT333;1834,0;37600,0;0,0;0,0;0,0
A10-2021;AT334;3603,0;34100,0;0,0;0,0;0,0
A10-2021;AT335;12023,0;46000,0;0,0;0,0;0,0
A10-2021;AT341;4307,0;46300,0;0,0;0,0;0,0
A10-2021;AT342;16261,0;52900,0;0,0;0,0;0,0
A10-2021;ATZZZ;146,0;0,0;0,0;0,0;0,0
A10-2021;AT11;9422,0;31800,0;68600,0;5,5;5,0
A10-2021;AT12;63440,0;37400,0;78600,0;4,7;4,2
A10-2021;AT13;103537,0;53800,0;92800,0;5,7;5,2
A10-2021;AT21;22569,0;40100,0;79300,0;5,5;5,2
A10-2021;AT22;52125,0;41700,0;75600,0;5,3;5,1
A10-2021;AT31;71108,0;47400,0;85700,0;6,7;6,2
A10-2021;AT32;29440,0;52400,0;88300,0;3,7;3,3
A10-2021;AT33;33877,0;44500,0;78400,0;-0,6;-0,9
A10-2021;AT34;20568,0;51400,0;97400,0;5,5;5,0
A10-2021;ATZZ;146,0;0,0;100300,0;1,9;0,0
A10-2021;AT1;176399,0;45100,0;85600,0;5,3;4,8
A10-2021;AT2;74694,0;41200,0;76700,0;5,3;5,1
A10-2021;AT3;154993,0;48100,0;85800,0;4,3;3,9
A10-2021;ATZ;146,0;0,0;100300,0;1,9;0,0
A10-2022;AT111;1136,0;30200,0;0,0;0,0;0,0
A10-2022;AT112;6184,0;37600,0;0,0;0,0;0,0
A10-2022;AT113;3029,0;30900,0;0,0;0,0;0,0
A10-2022;AT121;9676,0;38800,0;0,0;0,0;0,0
A10-2022;AT122;9355,0;35200,0;0,0;0,0;0,0
A10-2022;AT123;7859,0;49200,0;0,0;0,0;0,0
A10-2022;AT124;7869,0;36400,0;0,0;0,0;0,0
A10-2022;AT125;3615,0;28400,0;0,0;0,0;0,0
A10-2022;AT126;12308,0;36100,0;0,0;0,0;0,0
A10-2022;AT127;19029,0;54000,0;0,0;0,0;0,0
A10-2022;AT130;110822,0;56500,0;0,0;0,0;0,0
A10-2022;AT211;15123,0;51300,0;0,0;0,0;0,0
A10-2022;AT212;4419,0;35700,0;0,0;0,0;0,0
A10-2022;AT213;6043,0;40700,0;0,0;0,0;0,0
A10-2022;AT221;26289,0;57500,0;0,0;0,0;0,0
A10-2022;AT222;3427,0;43000,0;0,0;0,0;0,0
A10-2022;AT223;7112,0;45000,0;0,0;0,0;0,0
A10-2022;AT224;9871,0;37000,0;0,0;0,0;0,0
A10-2022;AT225;7049,0;35400,0;0,0;0,0;0,0
A10-2022;AT226;3814,0;38600,0;0,0;0,0;0,0
A10-2022;AT311;13310,0;45100,0;0,0;0,0;0,0
A10-2022;AT312;38711,0;63800,0;0,0;0,0;0,0
A10-2022;AT313;7120,0;33400,0;0,0;0,0;0,0
A10-2022;AT314;7535,0;47800,0;0,0;0,0;0,0
A10-2022;AT315;10686,0;43900,0;0,0;0,0;0,0
A10-2022;AT321;823,0;40400,0;0,0;0,0;0,0
A10-2022;AT322;8640,0;50400,0;0,0;0,0;0,0
A10-2022;AT323;24858,0;66400,0;0,0;0,0;0,0
A10-2022;AT331;1808,0;54000,0;0,0;0,0;0,0
A10-2022;AT332;16374,0;52000,0;0,0;0,0;0,0
A10-2022;AT333;1954,0;40000,0;0,0;0,0;0,0
A10-2022;AT334;5453,0;51100,0;0,0;0,0;0,0
A10-2022;AT335;13992,0;53000,0;0,0;0,0;0,0
A10-2022;AT341;5555,0;59200,0;0,0;0,0;0,0
A10-2022;AT342;18381,0;59200,0;0,0;0,0;0,0
A10-2022;ATZZZ;153,0;0,0;0,0;0,0;0,0
A10-2022;AT11;10348,0;34500,0;73800,0;4,1;3,0
A10-2022;AT12;69712,0;40700,0;84600,0;2,6;1,6
A10-2022;AT13;110822,0;56500,0;96100,0;3,7;1,7
A10-2022;AT21;25585,0;45100,0;87700,0;6,9;6,1
A10-2022;AT22;57562,0;45700,0;81700,0;4,8;3,9
A10-2022;AT31;77363,0;51000,0;91200,0;4,1;3,0
A10-2022;AT32;34321,0;60700,0;98600,0;11,8;10,9
A10-2022;AT33;39581,0;51600,0;87400,0;11,8;10,9
A10-2022;AT34;23936,0;59200,0;109900,0;6,5;5,5
A10-2022;ATZZ;153,0;0,0;106400,0;1,4;0,0
A10-2022;AT1;190882,0;48100,0;90200,0;3,3;1,9
A10-2022;AT2;83146,0;45500,0;83500,0;5,5;4,6
A10-2022;AT3;175201,0;53800,0;93800,0;7,6;6,6
A10-2022;ATZ;153,0;0,0;106400,0;1,4;0,0
A10-2023;AT111;1220,0;32300,0;0,0;0,0;0,0
A10-2023;AT112;6823,0;41300,0;0,0;0,0;0,0
A10-2023;AT113;3257,0;33100,0;0,0;0,0;0,0
A10-2023;AT121;10170,0;40600,0;0,0;0,0;0,0
A10-2023;AT122;10050,0;37600,0;0,0;0,0;0,0
A10-2023;AT123;8438,0;52400,0;0,0;0,0;0,0
A10-2023;AT124;8584,0;39700,0;0,0;0,0;0,0
A10-2023;AT125;4089,0;32100,0;0,0;0,0;0,0
A10-2023;AT126;12730,0;37000,0;0,0;0,0;0,0
A10-2023;AT127;20385,0;57500,0;0,0;0,0;0,0
A10-2023;AT130;119963,0;60200,0;0,0;0,0;0,0
A10-2023;AT211;16746,0;56400,0;0,0;0,0;0,0
A10-2023;AT212;5004,0;40400,0;0,0;0,0;0,0
A10-2023;AT213;6529,0;44000,0;0,0;0,0;0,0
A10-2023;AT221;27719,0;59800,0;0,0;0,0;0,0
A10-2023;AT222;3689,0;46300,0;0,0;0,0;0,0
A10-2023;AT223;7564,0;48000,0;0,0;0,0;0,0
A10-2023;AT224;10434,0;39000,0;0,0;0,0;0,0
A10-2023;AT225;7670,0;38400,0;0,0;0,0;0,0
A10-2023;AT226;4094,0;41400,0;0,0;0,0;0,0
A10-2023;AT311;13887,0;46600,0;0,0;0,0;0,0
A10-2023;AT312;40652,0;66400,0;0,0;0,0;0,0
A10-2023;AT313;7703,0;35900,0;0,0;0,0;0,0
A10-2023;AT314;8059,0;50900,0;0,0;0,0;0,0
A10-2023;AT315;10990,0;45000,0;0,0;0,0;0,0
A10-2023;AT321;922,0;45100,0;0,0;0,0;0,0
A10-2023;AT322;9771,0;56500,0;0,0;0,0;0,0
A10-2023;AT323;25464,0;67600,0;0,0;0,0;0,0
A10-2023;AT331;1932,0;57300,0;0,0;0,0;0,0
A10-2023;AT332;17694,0;55800,0;0,0;0,0;0,0
A10-2023;AT333;2116,0;43300,0;0,0;0,0;0,0
A10-2023;AT334;6002,0;55800,0;0,0;0,0;0,0
A10-2023;AT335;14970,0;56200,0;0,0;0,0;0,0
A10-2023;AT341;6134,0;64800,0;0,0;0,0;0,0
A10-2023;AT342;16220,0;51700,0;0,0;0,0;0,0
A10-2023;ATZZZ;161,0;0,0;0,0;0,0;0,0
A10-2023;AT11;11301,0;37500,0;80200,0;1,0;0,5
A10-2023;AT12;74446,0;43300,0;90100,0;0,0;-0,5
A10-2023;AT13;119963,0;60200,0;102300,0;2,2;0,5
A10-2023;AT21;28280,0;49700,0;96500,0;1,1;0,7
A10-2023;AT22;61170,0;48300,0;86400,0;-1,2;-1,8
A10-2023;AT31;81291,0;53200,0;95300,0;-2,3;-3,0
A10-2023;AT32;36156,0;63400,0;102600,0;-1,9;-2,6
A10-2023;AT33;42714,0;55200,0;93400,0;0,6;-0,1
A10-2023;AT34;22355,0;54700,0;102300,0;-14,4;-15,2
A10-2023;ATZZ;161,0;0,0;109700,0;-0,1;0,0
A10-2023;AT1;205709,0;51200,0;96100,0;1,3;0,2
A10-2023;AT2;89450,0;48700,0;89400,0;-0,5;-1,0
A10-2023;AT3;182516,0;55700,0;97000,0;-3,2;-4,0
A10-2023;ATZ;161,0;0,0;109700,0;-0,1;0,0
A10-2024;AT11;11763,0;39000,0;83100,0;-0,4;-0,5
A10-2024;AT12;76878,0;44500,0;92600,0;-1,0;-1,3
A10-2024;AT13;124867,0;61900,0;104900,0;0,9;-0,3
A10-2024;AT21;28270,0;49600,0;96300,0;-3,6;-3,7
A10-2024;AT22;63924,0;50300,0;90200,0;0,1;-0,2
A10-2024;AT31;82538,0;53800,0;96600,0;-2,7;-3,1
A10-2024;AT32;37663,0;65800,0;105800,0;-0,5;-0,8
A10-2024;AT33;44805,0;57700,0;97200,0;0,1;-0,3
A10-2024;AT34;23214,0;56500,0;105900,0;-0,7;-1,3
A10-2024;ATZZ;165,0;0,0;111800,0;-4,7;0,0
A10-2024;AT1;213508,0;52800,0;98800,0;0,1;-0,6
A10-2024;AT2;92194,0;50100,0;91900,0;-1,1;-1,3
A10-2024;AT3;188220,0;57200,0;99600,0;-1,4;-1,8
A10-2024;ATZ;165,0;0,0;111800,0;-4,7;0,0
